,scale,x_A,x_B,y_A,y_B,sigma_x_A,sigma_x_B,sigma_y_A,sigma_y_B
13,0.5333333333333333,48.6855779003562,73.12312604859683,64.59895015075239,63.42071752776776,17.745487244955285,22.77518298700196,14.599253073362267,20.17356953149751
14,0.34,55.663646735667065,64.66154409995491,63.64429050344868,63.60866613932207,20.828913847634322,19.173907213115488,19.22712378461359,16.379578847585865
15,1.0,-38.84076855790084,80.66430898288516,72.28331334596973,63.08577685078603,25.973889290307955,20.74352064470412,11.702512070391519,16.02334920668991
16,0.5666666666666667,46.88114208462325,73.2205735579303,64.75586968078045,63.56965829925282,17.650673663487584,20.12453178485337,14.127674002744113,22.79806749209704
17,0.7533333333333333,35.07523223325222,74.47026590309983,65.68372148529454,63.317488199289656,18.26753695835836,19.108791331298484,12.623202888204299,22.230643488293104
18,0.9,3.826712168687214,77.83986643785688,68.28917589167371,63.18550025592441,21.86149393610734,21.07970824963815,11.782993551400544,17.05189306132935
19,0.5733333333333334,46.780477768064614,73.26713125455463,64.81535855265842,63.514043037060084,17.610665057692326,20.114361570532036,14.089501848680813,22.82220745452306
20,0.7733333333333333,32.82135774284078,74.83324232895468,65.87726051718707,63.30791141089601,18.523279360470497,18.803051793734173,12.495998646238029,22.04891847939494
21,0.9,3.818918579103448,77.03115863848969,68.23703815049053,63.29598986222184,21.862976068871596,17.424366688336786,11.782761514249117,21.2312755362093
22,0.9533333333333334,-16.789144233581716,78.69580868426138,69.96033309779136,63.179926089187326,23.994102715541292,16.683283048011013,11.678209838144117,20.92372069319167
23,0.56,47.97633691107353,73.07513882698689,64.60670427265963,63.48449502193567,17.662820938865732,20.24603666927764,14.38973608544841,22.884095245611178
